,Course Name,Course Description,Score,Technical Skills,Soft Skills,Coding Skills
75, Designs of Algorithms and Programming for Massive Data,"To introduce students to the theory and design of algorithms to acquire and process large dimensional data. Advanced data structures, graph algorithms,Ã¥Ãand algebraic algorithms. Complexity analysis, complexity classes, and NP-completeness, approximation algorithms and parallel algorithms. Study of algorithmic techniques and modeling frameworks that facilitate the analysis of massively large amounts of data. Introduction to information retrieval, streaming algorithms and analysis of web searches and crawls.",0.07779930259589306,['algorithms'],[''],['']
41,Social and Information Network Analysis,"Networks are a fundamental tool for modeling complex social, technological, and biological systems. Coupled with emergence of online social networks and large-scale data availability in biological sciences, this course focuses on the analysis of massive networks which provide many computational, algorithmic, and modeling challenges. This course develops computational tools that reveal how the social, technological, and natural worlds are connected, and how the study of networks sheds light on these connections. nTopics include: how information spreads through society; robustness and fragility of food webs and financial markets; algorithms for the World Wide Web; friend prediction in online social networks; identification of functional modules in biological networks; disease outbreak detection.",0.07779930259589306,['algorithms'],[''],['']
103, Data Science Visualization Lab,"Take in conjunction with HCDE 511: Information Visualization, this class provides students with additional opportunities to practice and discuss data visualization concepts, with an emphasis on user-centered design (UCD) approaches and software development. Students Ã¥Ãwork in small groups on structured data visualization exercises and UCD methods and to implement simple visualizations.",0.0760170476559473,"['datavisualization', 'visualization', 'structureddata', 'visualization']",[''],['']
68,Web and Cloud Computing,"How to use the web as a platform for data collection, computation, and publishing. Accessing data via scraping and APIs. Using the cloud for tasks that are beyond the capability of your local computing resources.",0.07485470747772181,['cloud'],[''],['']
3,Predictive Analytics I,"This course covers linear parametric methods of regression and classification. They include multiple regression, binary logistic regression, multinomial (nominal and ordinal) logistic regression, discriminant analysis and generalized linear models. R software is used to apply the methods to real data sets. A large data analysis group project required.",0.07214466626068511,['regression'],[''],['r']
87,Exploratory Data Analysis & Visualization,"Fundamentals of data visualization, layered grammar of graphics, perception of discrete and continuous variables, introduction to Mondran, mosaic pots, parallel coordinate plots, introduction to ggobi, linked pots, brushing, dynamic graphics, model visualization, clustering and classification.",0.06113909337466099,"['clustering', 'visualization', 'datavisualization']",[''],['']
67,Supervised Learning II,Stochastic gradient descent. Logistic Regression. Neural networks and deep learning: state-of-the-art implementation considerations in both software and hardware (GPUs).,0.053777605579232855,"['deeplearning', 'regression', 'gradientdescent']",[''],['']
115,Regression Analysis ,"Prepare data for model fitting, fit appropriate regression models to business data from a wide variety of settings, interpret the output from regression models, identify weaknesses in models and formulate ways to overcome them, make valid inferences and draw business conclusions on the basis of the fitted models, and recommend business actions on the basis of these conclusions. Topics covered in STAT 6081. Regression methods based on least squares2. Diagnostic methods including marginal model plots 3. Transformations and weighted least squares 4. Shrinkage and model selection techniques including lasso5. Linear regression splines including MARS6. Logistic regression7. Poisson regression8. Regression models with serially correlated errors9. Bayesian approaches to linear and logistic regression In STAT 608, students undertake a major project focused on building and interpreting one or more predictive models. Previous projects have focused on 1. Modeling the asking price of certified pre-owned BMW and Lexus automobiles2. Modeling default probability in 30 year mortgages for single family homes using the Freddie Mac data 3. Modeling price and customer ratings of Airbnb apartment stays in New York City, Paris and San Francisco4. Modeling price and popularity of New York City restaurants5. Modeling property assessment values for condominium units across different wards in Boston",0.04943820224719101,"['logistic', 'linear', 'regression', 'probability', 'modeling', 'regression']",[''],['']
125,Meth. in Time Series Anly. ,"Prepare time series data for model fitting. Identify whether a time series exhibits the following properties: stationarity vs trend and/or seasonality. Fit appropriate models to time series data from a wide variety of business settings.At the completion of the course, students will be able to:1. Prepare time series data for model fitting2. Identify whether a time series exhibits the   following properties:      a) Stationarity vs trend and/or        seasonality     b) Outliers and/or level shifts3. Fit appropriate models to time series data from   a wide variety of business settings6. Interpret the output from models for time series data7. Identify weaknesses in models for time series data   and formulate ways to overcome them 8. Make valid predictions of future values and draw   business conclusions on the basis of the fitted   models for time series data9. Recommend business actions on the basis of  these conclusionsTopic list:1. Introduction ÂÃÃ Autocorrelation and stationarity vs trend  and/or seasonality 2. Autoregressive (AR) models 3. Moving average (MA) models4. Autoregressive moving average (ARMA) models 5. Autoregressive integrated moving average (ARIMA)   models 6. Exponential smoothing7. Regression models with autocorrelated errors8. SAS Forecast Studio 9. Models for more than one time series   i. Transfer function models    ii. Multivariate time series modelsPast student group projects include:1. Based on point-of-sale grocery store sales data, forecast  weekly ground turkey sales by U.S. region.2. ARIMA models for theft and burglary rates3. Seasonal ARIMA models for Monthly Economic Value of   Mineral, Oil, and Gas Field Machinery Manufacturing4.Predicting cattle slaughter counts5. Seasonal ARIMA models for the number of social   security claims received by region6. Predicting Ready Mix Daily Sales for a large   metropolitan area7. Seasonal ARIMA models for average monthly energy   bill for a large metropolitan city.8. Predicting weekly candy sales across the US9. Transfer function models of global mean   temperature change as a function of   CO2 concentration levels",0.047817618614219015,['regression'],[''],['sas']
64,Unsupervised Learning,"How to find groups and other structure in unlabeled, possibly high dimensional data. Dimension reduction for visualization and data analysis. Clustering, association rules, model fitting via the EM algorithm.",0.04029445951181712,"['clustering', 'visualization']",[''],['']
110, Statistical Machine Learning for Data Scientists,"This course covers bias-variance trade-off; training versus test error; overfitting; cross-validation; subset selection methods; regularized approaches for linear/logistic regression: ridge and lasso; non-parametric regression: trees, bagging, random forests; local regression and splines; generalized additive models; support vector machines; k-means and hierarchical clustering; and principal components analysis.",0.03533514141805502,"['regression', 'clustering']",[''],['']
14,Deep Learning,"Many challenging problems in diverse areas such as computer vision, speech recognition, and machine language translation have recently made great progress by using an emerging technology called deep learning. At its core, deep learning is inspired by a simplified model of how the human brain works by building effective hierarchical representations of complex data. This course will explore applications and theory relevant to problem solving using deep learning. By the end of this course, students will gain intuition about how to apply various techniques judiciously and how to evaluate success. Students will also gain deeper insight into why certain techniques may work or fail for certain kinds of problems.ÂÃÃ",0.031150716776443238,['deeplearning'],[''],['']
29,Modern Applied Statistics: Learning,"Overview of supervised learning. Linear regression and related methods. Model selection, least angle regression and the lasso, stepwise methods. Classification. Linear discriminant analysis, logistic regression, and support vector machines (SVMs). Basis expansions, splines and regularization. Kernel methods. Generalized additive models. Kernel smoothing. Gaussian mixtures and the EM algorithm. Model assessment and selection: crossvalidation and the bootstrap. Pathwise coordinate descent. Sparse graphical models. Prerequisites: STATS 305, 306A,B or consent of instructor.",0.02859356838434715,"['linear', 'regression', 'supervised']",[''],['']
86,Probability & Statistics for Data Science,"This course covers the following topics: Fundamentals of probability theory and statistical inference used in data science; Probabilistic models, random variables, useful distributions, expectations, law of large numbers, central limit theorem; Statistical inference; point and confidence interval estimation, hypothesis tests, linear regression.",0.026811313444401394,"['regression', 'probability']",[''],['']
76, Machine Learning ,Overview of artificial learning systems. Supervised and unsupervised learning. Statistical models. Decision trees. Clustering. Feature extraction. Artificial neural networks. Reinforcement learning. Applications to pattern recognition Overview of artificial learning systems. Supervised and unsupervised learning. Statistical models. Decision trees. Clustering. Feature extraction. Artificial neural networks. Reinforcement learning. Applications to pattern recognition and data mining.,0.024099186361875243,"['clustering', 'supervised', 'unsupervised']",[''],['']
31,Advanced Software Development for Scientists and Engineers,"Advanced topics in software development, debugging, and performance optimization are covered. The capabilities and usage of common libraries and frameworks such as BLAS, LAPACK, FFT, PETSc, and MKL/ACML are reviewed. Computer representation of integer and floating point numbers, and interoperability between C/C++ and Fortran is described. More advanced software engineering topics including: representing data in files, signals, unit and regression testing, and build automation. The use of debugging tools including static analysis, gdb, and Valgrind are introduced. An introduction to computer architecture covering processors, memory hierarchy, storage, and networking provides a foundation for understanding software performance. Profiles generated using gprof and perf are used to help guide the performance optimization process. Computational problems from various science and engineering disciplines will be used in assignments. Prerequisites: CME 200 / ME 300A and CME 211.",0.02349057096775291,['regression'],[''],['c/c++']
27,Introduction to Regression Models and Analysis of Variance,Modeling and interpretation of observational and experimental data using linear and nonlinear regression methods. Model building and selection methods. Multivariable analysis. Fixed and random effects models. Experimental design. Pre- or corequisite: 200.,0.022626888802789617,"['modeling', 'regression']",[''],['']
109, Applied Statistics & Experimental Design,"This course focuses on inferential statistical methods for discrete and continuous random variables, including tests for difference in means and proportions; linear and logistic regression; causation versus correlation; confounding; resampling methods; and study design.",0.022626888802789617,['regression'],[''],['']
88,Statistical Inference & Modeling,"Course covers fundamentals of statistical inference and testing, and gives an introduction to statistical modeling. The first half of the course will be focused on inference and testing, covering topics such as maximum likelihood estimates, hypothesis testing, likelihood ratio test, Bayesian inference, etc. The second half of the course will provide introduction to statistical modeling via introductory lectures on linear regression models, generalized linear regression models, nonparametric regression, and statistical computing. Throughout the course, real-data examples will be used in lecture discussion and homework problems.",0.022626888802789617,['regression'],[''],['']
58,Regression I,"Linear models for a quantitative response variable, with multiple categorical and/or quantitative predictors. Matrix formulation of linear regression. Model assessment and prediction.",0.022626888802789617,"['linear', 'regression']",[''],['']
62,Regression II,"Useful extensions to basic regression, e.g., generalized linear models, mixed effects, smoothing, robust regression, and techniques for dealing with missing data.",0.022626888802789617,['regression'],[''],['']
9,Predictive Analytics II,"Non-parametric regression and classification, principal components analysis and dimension reduction, time series, and quality control methods.",0.022626888802789617,['regression'],[''],['']
8,Text Analytics,"This course will explore techniques to analyze unstructured text such as that found in emails, text messages, conversation transcripts, web pages, books,Ã¥Ãscientific journals, etc. The course strives to offer a balance between breadth and depth, presenting both an overview of the field as well as some insight intoÃ¥Ãthe mathematical underpinning of a few representative techniques.",0.019914761720263463,['unstructured'],[''],['']
95,Topics in Computer Science: Projects in Data Science: A First Course,This applied Natural Language Processing course will focus on computational methods for extracting social and interactional meaning from large volumes of text and speech (both traditional media and social media). Topics will include:,0.01712514529252228,['naturallanguageprocessing'],[''],['']
120,Practicum ,The students will learn:1. Understanding of self and others: Behavior assessment.2. Presence and presentation skills.3. Business writing.4. More on teams.5. Emotional intelligence.6. Leadership/fellowship.7. Constructive criticism.8. Peer review on capstone drafts with project coaches.9. Industry guest speakers--applying predictive modeling.,0.014567996900426192,['predictivemodeling'],[''],['']
124,Practicum ,The student will learn:1. Cyber security2. Capstone work with project coaches3. Industry guest speakers--applying predictive modeling,0.014567996900426192,['predictivemodeling'],[''],['']
10,Data Mining,"Clustering (k-means, partitioning), association rules, factor analysis, scale development, and survival analysis.",0.012708252615265401,['clustering'],[''],['']
130,Financial Modeling ,"Learn how to build sophisticated financial models that analyze the impact of proposed corporate projects, investments, and other strategic decisions on shareholder value. Master the basic finance theory that underlies valuation models.Throughout the class students will:1. Fundamental principles underlying all financial  models, including the concept of free cash flow,   the time value of money and net present value.2. The fundamentals of capital structure and   financing policy3. The weighted average cost of capital and adjusted   present value methods4. Building deterministic models for forecasting   financial statements and free cash flows5. Incorporating uncertainty and simulation techniques   into financial statement and free cash flow   forecasting models6. Fitting distributions for simulation of financial   time series and other stochastic processes7. Estimation of the cost of equity and equity capital,   as well as the weighted average cost of capital8. Incorporating real options into financial models9. Applications",0.0063541263076327004,['simulation'],[''],['']
1,Computer Simulation for Risk and Operations Analysis,"This is a hands-on course on computer simulation of business, service, and manufacturing systems that are subject to uncertainty or risk. Spreadsheet simulation using @Risk and system simulation using Arena will be covered. Upon completion of the course students will be able to develop complex simulation models, design the simulation experiment to be run on the model, and analyze and interpret the results. Managing simulation projects is also addressed.",0.0063541263076327004,['simulation'],[''],['']
57,Statistical Inference and Computation I,"The statistical and probabilistic foundations of inference, developed jointly through mathematical derivations and simulation techniques. Important distributions and large sample results. The frequentist paradigm.",0.0063541263076327004,['simulation'],[''],['']
24,Stochastic Methods in Engineering,"The basic limit theorems of probability theory and their application to maximum likelihood estimation. Basic Monte Carlo methods and importance sampling. Markov chains and processes, random walks, basic ergodic theory and its application to parameter estimation. Discrete time stochastic control and Bayesian filtering. Diffusion approximations, Brownian motion and an introduction to stochastic differential equations. Examples and problems from various applied areas. Prerequisites: exposure to probability and background in analysis.Same as: MATH 228, MS&E 324",0.004184424641611778,['probability'],[''],['']
85,Probability Theory,"A calculus-based introduction to probability theory. Topics covered include random variables, conditional probability, expectation, independence, Bayes' rule, important distributions, joint distributions, moment generating functions, central limit theorem, laws of large numbers and Markov's inequality.",0.004184424641611778,['probability'],[''],['']
53,Descriptive Statistics and Probability for Data Science,Fundamental concepts in probability. Describing data generated from a probability distribution. Statistical view of data coming from a probability distribution.,0.004184424641611778,['probability'],[''],['']
108, Introduction to Statistics & Ã¥ÃProbability,"In this course, youÂÃÂªll get an overview of probability; conditional probability and independence; BayesÂÃÂª theorem; discrete and continuous random variables, including jointly distributed random variables; key distributions, including normal distribution and its spin-offs; properties of expectation and variance; conditional expectation; covariance and correlation; central limit theorem; law of large numbers; and parameter estimation.",0.004184424641611778,['probability'],[''],['']
106, Software Design for Data Science,"This course introduces students to software design and engineering practices and concepts, including version control, testing and automatic build management.",0.0,[''],[''],['']
123,Financial Accounting ,"This course will examine the internal uses of financial and operational information in planning, controlling, decision making, and performance evaluation in the global market. A specific emphasis will be placed on learning concepts pertaining to: cost management and organizational strategy; cost behaviors; product cost flows; forecasting, cost prediction, managerial incentives and budgeting; and managerial and segment performance evaluation.Topics discussed in ACCT 610 include1. Product costing methods2. Responsibility accounting3. Operational and capital budgeting4. Use of accounting metrics in executive   compensation contracts 5. Firm valuation6. Cost analysis for decision making7. Activity-based costing8. Balanced scorecards 9. Product and service pricingPrevious case studies have focused on:1. Financial Statement Analysis2. Product line go/no go decisions3. Profitability measurements of individual products in a   multi-product entity4. Budgeting including cash budgets and pro-form   financial statements5. Activity-based costing6. CRM systems and identification of profit potential of   individual customers and distribution channels7. Transfer pricing 8. Managerial control and incentives",0.0,[''],[''],['']
121, Residency two: Capstone Update & Case Studies,1. Producing predictive models2. Work with live case studies,0.0,[''],[''],['']
117,Practicum ,The student will learn:1. Teamwork and team effectiveness2. Understanding Big Data3. Ethics4. Project Management,0.0,[''],"['management', 'team']",['']
129,Spatial Statistics ,"Develop a strong understanding of spatial and spatio-temporal data analysis. Learn and understand the various empirical and graphical tools for understanding spatial and spatio-temporal data that arise in business applications.List of Topics:1. Introduction2. Auto correlation3. Stationary, isotropic random fields4. Variograms5. Kriging6. Estimation methods for covariance parameters7. Spatial regression8. Nonstationary models9. Spatio-temporal models10. Multivariate spatial modelsProjects:1. Modeling gasoline prices in large cities across the   United States2. Modeling real estate prices in King County, Washington",0.0,['modeling'],[''],['']
128, Residency Three: Capstone Project Presentations/Graduation,1. Capstone project employer and peer-presentations.2. Graduation,0.0,[''],[''],['']
102,Data Science Capstone & Ethics,"This course provides a unique opportunity for students in the M.S. in Data Science program to apply their knowledge of the foundations, theory and methods of data science to address data science problems in industry, government and the non-profit sector. The course activities focus on a semester-length data science project sponsored by a faculty member or local organization. The project synthesizes the statistical, computational, engineering challenges and social issues involved in solving complex real-world problems.",0.0,[''],[''],['']
101,Sustainability Technology and the Evolution of Smart Cities,"This course is offered through the School of Continuing Education. The progress of sustainability in recent years has almost entirely been a result in the evolution of smart, sustainable technology solutions. This course examines opportunities to drive sustainability through technology applications with the end goal of piecing together all of the pieces to envision an intelligent city. Companies are increasingly turning to technology to fulfill their sustainability goals considering many technologies provide off-the-shelf, cost-effective and immediate savings compared to operationally invasive, resource-heavy sustainability transformation programs. Sustainability technology ranges from intelligent infrastructure to mobile applications that help to drive the ""sharing economy"". The course will provide an overview of the sustainability technologies that large corporations are actively pursuing and delve into the project management and integration strategies required to implement these solutions. Successful sustainability practitioners must not only have a strong understanding of the values and methodologies of sustainable operations, but also the tools and technologies available to drive sustainability throughout their organization. Upon completion of the class, students will have a sufficient level of understanding to discuss these solutions and relevant case studies with potential employers. This course will benefit anyone interested in a career in sustainability or in smart cities as it will provide them the skills and analytical capabilities to analyze which sustainability technologies are a good fit for their company's sustainability and growth strategy.",0.0,[''],[''],['']
113, Information Visualization,"This course covers the design and presentation of digital information, teaching students how to use graphics, animation, sound and other modalities to present information to users. You'll also learn about vision and perception; methods for presenting complex information to enhance comprehension and analysis; and how to incorporate Ã¥Ãvisualization techniques into human-computer interfaces.",0.0,[''],[''],['']
112, Data Science Capstone II - Project Implementation,"This course is part two of a two-course capstone sequence designed to build upon the student-driven project from DATA 590. Students synthesize and apply knowledge and techniques acquired throughout the Master of Science in Data Science program for Ã¥Ãworking with large data sets, deriving insights from data and sharing insights with other people.",0.0,[''],[''],['']
111, Data Science Capstone I - Project Preparation,"This course is part one of a two-course capstone sequence where students organize project teams, select project topics, write a project proposal and begin preparing project data sets.",0.0,[''],[''],['']
127,Directed Studies ,The student will learn:1. Industry guest speakers--applying predictive modeling.2. capstone project work sessions with project coach.,0.0,[''],[''],['']
0,NUvention Analytics,"NUvention: AnalyticsÃ¥Ãis a unique interdisciplinary course being designed to create opportunities for students to create new analytics technologies and then build businesses around their innovations. This one-quarter class is conceived by students within the Engineering, Business, Law, Communications and other schools across campus along with the assistance of an Advisory board and the Farley Center for Entrepreneurship and Innovation. The course is built around projects, so an advisory board will keep track of the projects, giving its expert advice in order to ensure a proper product-market alignment.",0.0,[''],[''],['']
66,"Privacy, Ethics, and Security","The legal, ethical, and security issues concerning data, including aggregated data. Proactive compliance with rules and, in their absence, principles for the responsible management of sensitive data. Case studies.",0.0,[''],['proactive'],['']
96,Topics in Information Processing: Big Data Analytics,"Instructors: Patrick Houlihan, David ShilaneThis course will introduce students to the practice of Data Science. Across many practice areas, Data Science is applied to generate knowledge and improve the quality of products and services. The form of this work can incorporate a wide variety of information sources, analytical methods, technological systems, and reporting formats. This course will provide exposure to the tools and techniques of Data Science while exploring a number of representative Practice Areas, Methods, and Software Skills",0.0,[''],[''],['']
18,Healthcare Analytics,"Global healthcare problems are complex and require a multi-leveled multi-pronged approach inclusive of a diverse set of stakeholders. While the data used for model training and decision making is being aggregated rapidly, it presents its unique challenges such as errors, missingness and sparsity. Additionally, the models trained for healthcare problems often have unique aspects. This course introduces additional concepts in data analytics, based on tools and techniques from operations research and epidemiology embedded in information technology to address health analytics and decision problems.",0.0,[''],[''],['']
45,Topics in Computer Graphics,"Topic changes each quarter. Recent topics: computational photography, datannvisualization, character animation, virtual worlds, graphics architectures, advanced rendering. See http://graphics.stanford.edu/courses for offererings and prerequisites. May be repeated for credit.",0.0,[''],[''],['']
39,Data Driven Medicine,"The widespread adoption of electronic health records (EHRs) has created a new source of Ã¥Ãbig dataÃ¥ÃÃ¥Ãnamely, the record of routine clinical practiceÃ¥Ãas a by-product of care. This graduate class will teach you how to use EHRs and other patient data to discover new clinical knowledge and improve healthcare. Upon completing this course, you should be able to: differentiate between and give examples of categories of research questions and the study designs used to address them, describe common healthcare data sources and their relative advantages and limitations, extract and transform various kinds of clinical data to create analysis-ready datasets, design and execute an analysis of a clinical dataset based on your familiarity with the workings, applicability, and limitations of common statistical methods, evaluate and criticize published research using your knowledge of 1-4 to generate new research ideas and separate hype from reality. Prerequisites: CS 106A or equivalent, STATS 60 or equivalent. Recommended: STATS 216, CS 145, STATS 305.",0.0,[''],[''],['']
26,Introduction to Statistical Inference,"Modern statistical concepts and procedures derived from a mathematical framework. Statistical inference, decision theory; point and interval estimation, tests of hypotheses; Neyman-Pearson theory. Bayesian analysis; maximum likelihood, large sample theory. Prerequisite: 116. http://statweb.stanford.edu/~sabatti/Stat200/index.html.",0.0,[''],[''],['']
21,Numerical Linear Algebra,"Solution of linear systems, accuracy, stability, LU, Cholesky, QR, least squares problems, singular value decomposition, eigenvalue computation, iterative methods, Krylov subspace, Lanczos and Arnoldi processes, conjugate gradient, GMRES, direct methods for sparse matrices. Prerequisites: CME 108, MATH 114, MATH 104.",0.0,[''],[''],['']
20,Capstone Design,"In this culminating project, students draw on the breadth and depth of the curriculum to address an industry-supplied problem in small teams.",0.0,[''],[''],['']
19,Social Networks Analysis,"This course explores the use of social network analysis to understand the growing connectivity and complexity in the world around us on different scales-ranging from small groups to the World Wide Web. It examines how we create social, economic, and technological networks, and how these networks enable and constrain our attitudes and behavior.",0.0,[''],[''],['']
17,Predictive Models for Credit Risk Management,"This course introduces credit risk management for financial services industry. It focuses on how predictive models are developed and used for credit risk management throughout different stages of the credit life cycle (acquisition, authorization, accounts management, and recoveries). The objective is to prepare the students for future employment in financial services industry with the business knowledge and hands-on model development experience using simulated industry data sets.",0.0,[''],[''],['']
91,Topics in Computer Science: Causal Inference for Data Science,ELECTIVE EXAMPLESThe following courses are examples of classes that MS students have used for elective credit. Courses offerings are dependent on faculty availabilty and may vary each semester. ,0.0,[''],[''],['']
16,Industry Practicum,"Concurrent with the coursework and under the guidance of business and technical advisers, students work in small teams to integrate coursework into an industry supplied project.",0.0,[''],[''],['']
15,Optimization and Heuristics,Optimization technology is an important part of analytics.Ã¥Ã Optimization allows you to mathematically ÂÃÃnarrow your choices the very best when there are virtually innumerable feasible options and comparing them is difficult.ÂÃÂ,0.0,[''],[''],['']
6,Business Value from Analytics in the Digital Age,"In this class, we examine the role of the analytical function in various enterprises. Through leveraging real-world cases, we discover how a data scientist can be more impactful to the enterprise. Specifically, we study the role and structure of analytical teams. Students examine the return on investment, technical requirements, and strategic impacts of leading and operating an analytics team in the enterprise. We also investigate data monetization strategies for data rich firms. Specific emphasis is given to developing the leadership perspective on becoming the Chief Data Officer.",0.0,[''],['team'],['']
5,Data Visualization,"A variety of data is being generated by businesses, government entities, and human activities at increasing rates and complexity. The goal of this course is to expose students to key design principles and techniques that can increase the understanding of complex data, and gain valuable insights for the data. Good visualizations present a visual interpretation of the data and also improve comprehension, communication, and decision making. Concepts, techniques, and methods for creating effective data visualizations will be covered. The course will also have a focus on how to present information clearly and effectively.",0.0,[''],[''],['']
4,Business Communication & Analytics Consulting,"In this class, we examine project management, business communication, and client interaction best practices that support the MSiA practicum and capstone projects. Special emphasis is given to translating or relating the analytical output of projects to the vocabulary and expectations of business functions in marketing, operations, and finance. We examine the best practices in managing client / employer expectations in the analytical environment. This provides students with the tools to successfully navigate the challenges of leading analytical projects while developing top-notch client-facing skills for their careers.",0.0,[''],[''],['']
2,Everything Starts with Data,This course provides aÃ¥ÃfundamentalÃ¥Ãpractical coverage of analytics. The focus of the course is to expose you to challenges and opportunities in analytics through a couple of projects. We will be using the tools that you learned in the boot camp. The majority of the material and lecturing will be computer based.Ã¥Ã,0.0,[''],[''],['']
50,Programming for Data Science,"Overview of data structures, iteration, flow control, and program design relevant to data exploration and analysis. When and how to exploit pre-existing libraries.",0.0,[''],[''],['']
51,Computing Platforms for Data Science,"How to install, maintain, and use the data scientific software ÂÃÃstackÂÃÂ. The Unix operating system, integrated development environments, and problem solving strategies.",0.0,[''],[''],['']
52,Communication and Argumentation,"Effective oral and written communication, across diverse target audiences, to facilitate understanding and decision-making. How to present and interpret data, with productive skepticism and an awareness of assumptions and bias.",0.0,[''],[''],['']
54,Data Wrangling,"Converting data from the form in which it is collected to the form needed for analysis. How to clean, filter, arrange, aggregate, and transform diverse data types, e.g. strings, numbers, and date-times.",0.0,[''],[''],['']
59,Data Science Workflows,"Interactive vs. scripted/unattended analyses and how to move fluidly between them. Reproducibility through automation and dynamic, literate documents. The use of version control and file organization to enhance machine- and human-readability.",0.0,[''],[''],['']
63,Feature and Model Selection ,"How to evaluate and select features and models. Cross-validation, ROC curves, feature engineering, the role of regularization. Automating these tasks with hyperparameter optimization.",0.0,[''],[''],['']
65,Collaborative Software Development,"How to exploit practices from collaborative software development techniques in data scientific workflows. Appropriate use of abstraction and classes, the software life cycle, unit testing / continuous integration, and packaging for use by others.",0.0,[''],[''],['']
69,Statistical Inference and Computation II,Methods for dealing with the multiple testing problem. Bayesian reasoning for data science. How to formulate and implement inference using the prior-to-posterior paradigm.,0.0,[''],[''],['']
71,Spatial and Temporal Models,Model fitting and prediction in the presence of correlation due to temporal and/or spatial association. ARIMA models and Gaussian processes.,0.0,[''],[''],['']
72,Experimentation and Causal Inference,"Statistical evidence from randomized experiments versus observational studies. Applications of randomization, e.g., A/B testing for website optimization.",0.0,[''],[''],['']
73,Data Visualization II,"How to make principled and effective choices with respect to marks, spatial arrangement, and colour. Analysis, design, and implementation of interactive figures. How to provide multiple views, deal with complexity, and make difficult decisions about data reduction.",0.0,[''],[''],['']
74,Capstone Project,"A mentored group project based on real data and questions from a partner within or outside the university. Students will formulate questions and design and execute a suitable analysis plan. The group will work collaboratively to produce a project report, presentation, and possibly other products, such as a web application.",0.0,[''],[''],['']
78, Data Mining and Prescriptive Analysis ,The course teaches to use data to recommend optimum course of action to achieve the optimum outcome and to formulate new products and services in a data driven manner. The course will cover all these issues and will illustrate the whole process by examples. Special emphasis will be given to data mining and computational techniques as well as optimization and stochastic optimization techniques.Ã¥Ã,0.0,[''],[''],['']
79," Soft Skills, Research and Communication ",The course will focus on communicating and presenting data analysis results. It aims at building the competency in story telling from the numbers.Ã¥Ã,0.0,[''],[''],['']
80,Major Research Project,"The student is required to conduct an applied advanced research project. The project will be carried out under the guidance of a supervisor.Ã¥Ã On completion of the project, the results are submitted in a technical report format to an examining committee and the student will make an oral presentation of the report to the committee for assessment and grading of the report.Ã¥Ã The student is expected to provide evidence of competence in the carrying out of a technical project and present a sound understanding of the material associated with the research project. This is a ÂÃÃMilestone.ÂÃÂÃ¥Ã",0.0,[''],[''],['']
89,Translational Bioinformatics,"MS students are encouraged to explore courses offered across the university and take advantage of the expertise in a wide range of disciplines at Columbia. Prior to registration, students receive advisement to determine if a course of interest is relevant and meets the criteria of a 4000-level or higher, technical course completed for a letter grade. You're welcome to explore the CU Directory of Classes for possible courses: http://www.columbia.edu/cu/bulletin/uwb/",0.0,[''],[''],['']
90,Topics in Computer Science: Applied Machine Learning,"Please note that many departments, including DSI, give registration priority to their students.Ã¥Ã Space permitting, courses are then opened up to students outside the department.",0.0,[''],[''],['']
132,Directed Studies ,The student will learn:1. Executive coaching sessions:     a) LinkedIn profiles.     b) Resumes for experienced professionals.     c) Managing your professional career.2. Final capstone presentation with graduate committee.3. Peer and employer capstone presentations.,0.0,[''],[''],['']
